!CSV A.01.01
!Agilent Technologies,N5224A,MY51441013,A.09.40.06
!Agilent N5224A: A.09.40.06
!Date: Monday, July 02, 2018 12:03:56
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
40500000,0.0017477861,175.61905
41000000,0.0011812104,175.56987
41500000,-0.00020999598,175.53105
42000000,0.0021547712,175.4846
42500000,0.002038195,175.40289
43000000,0.0019837907,175.36656
43500000,0.0029308808,175.31056
44000000,5.8743288e-005,175.25645
44500000,0.0023812968,175.19254
45000000,-0.0005089537,175.15567
45500000,-0.00010747911,175.09096
46000000,-0.0030109526,175.05254
46500000,-0.00025554933,174.98717
47000000,-0.0013355716,174.92595
47500000,-0.002077559,174.86719
48000000,0.00012321955,174.81137
48500000,-0.00059564621,174.77702
49000000,-0.0035261179,174.72815
49500000,-0.0055353097,174.68262
50000000,-0.0031224731,174.62323
50500000,-0.0026642038,174.56837
51000000,-0.002051736,174.5222
51500000,-0.0048215641,174.4653
52000000,-0.0017976509,174.40515
52500000,-0.0021859563,174.3484
53000000,-0.0017543798,174.30641
53500000,-0.0091937892,174.30362
54000000,-0.00023031147,174.22639
54500000,0.00041028581,174.15251
55000000,-0.00095804036,174.16629
55500000,-0.0040074983,174.11124
56000000,-0.0043426645,174.01913
56500000,-0.0051596942,173.94777
57000000,-0.0032408177,173.92799
57500000,-0.0027050138,173.8299
58000000,-0.0050697927,173.82968
58500000,-0.0024086698,173.74907
59000000,-0.0047338787,173.68884
59500000,-0.0097506754,173.67435
60000000,-0.0037764076,173.61621
60500000,-0.0042726193,173.56145
61000000,-0.0077328915,173.52603
61500000,-0.0042339689,173.47353
62000000,-0.0080544753,173.42993
62500000,-0.006327481,173.3987
63000000,-0.010213863,173.31857
63500000,-0.0054537337,173.27449
64000000,-0.0055812434,173.21347
64500000,-0.0069760522,173.14215
65000000,-0.0072115948,173.10995
65500000,-0.0042534573,173.04224
66000000,-0.0053641708,172.99777
66500000,-0.014409866,172.96956
67000000,-0.015719986,172.90733
67500000,-0.0092609469,172.87132
68000000,-0.012279811,172.81873
68500000,-0.011173038,172.75655
69000000,-0.013311652,172.74625
69500000,-0.011322109,172.64877
70000000,-0.012525285,172.59045
70500000,-0.01253744,172.56837
71000000,-0.014780818,172.49336
71500000,-0.0057180226,172.46603
72000000,-0.012668823,172.42688
72500000,-0.014613396,172.35564
73000000,-0.016517673,172.30682
73500000,-0.016017016,172.23732
74000000,-0.015589198,172.19901
74500000,-0.012273963,172.13086
75000000,-0.013503324,172.09415
75500000,-0.01159292,172.04579
76000000,-0.016669767,171.99922
76500000,-0.014471741,171.94331
77000000,-0.010880843,171.89999
77500000,-0.019489098,171.84671
78000000,-0.015303147,171.78937
78500000,-0.016476193,171.73192
79000000,-0.015633633,171.68797
79500000,-0.018014204,171.61684
80000000,-0.015751906,171.58698
80500000,-0.019350348,171.5432
81000000,-0.021481913,171.46637
81500000,-0.01939806,171.41946
82000000,-0.01615748,171.37448
82500000,-0.019887429,171.34067
83000000,-0.021635536,171.29056
83500000,-0.017459437,171.2325
84000000,-0.022464627,171.15431
84500000,-0.022452809,171.13194
85000000,-0.023559496,171.0663
85500000,-0.020814687,171.03107
86000000,-0.022854688,170.98337
86500000,-0.023626825,170.94173
87000000,-0.02577742,170.8815
87500000,-0.020953106,170.8221
88000000,-0.023322953,170.76663
88500000,-0.022749966,170.72342
89000000,-0.019952863,170.69035
89500000,-0.026512597,170.5948
90000000,-0.021987898,170.54115
90500000,-0.021756735,170.54385
91000000,-0.026960129,170.49887
91500000,-0.027927533,170.41129
92000000,-0.023622569,170.37361
92500000,-0.021696629,170.33305
93000000,-0.026984474,170.27544
93500000,-0.027284341,170.22946
94000000,-0.023747033,170.15869
94500000,-0.026123494,170.09372
95000000,-0.02391937,170.06746
95500000,-0.026970332,169.99757
96000000,-0.029347312,169.94594
96500000,-0.028842375,169.92772
97000000,-0.028277973,169.84152
97500000,-0.028728295,169.81537
98000000,-0.030694434,169.76976
98500000,-0.028843097,169.70358
99000000,-0.030649357,169.65179
99500000,-0.02745883,169.60657
100000000,-0.028987272,169.55051
100500000,-0.029520694,169.51208
101000000,-0.031856537,169.47922
101500000,-0.033879396,169.4093
102000000,-0.03365491,169.34874
102500000,-0.030728165,169.28188
103000000,-0.035167962,169.2551
103500000,-0.032525573,169.2061
104000000,-0.033396222,169.15248
104500000,-0.034137115,169.09961
105000000,-0.035319485,169.04546
105500000,-0.032058097,169.01726
106000000,-0.035914462,168.94611
106500000,-0.03469051,168.91939
107000000,-0.032697126,168.8477
107500000,-0.036739085,168.8287
108000000,-0.033239324,168.75035
108500000,-0.038621519,168.68913
109000000,-0.036429722,168.62802
109500000,-0.040533934,168.58607
110000000,-0.035464078,168.53636
END

