!CSV A.01.01
!Agilent Technologies,N5224A,MY51441013,A.09.40.06
!Agilent N5224A: A.09.40.06
!Date: Monday, July 02, 2018 12:06:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
39000000,-0.0087071052,-64.338219
39500000,-0.013047994,-65.037682
40000000,-0.014441219,-65.722092
40500000,-0.014068282,-66.403343
41000000,-0.011440726,-67.105644
41500000,-0.012322502,-67.766716
42000000,-0.012952306,-68.453308
42500000,-0.013472532,-69.101006
43000000,-0.014142181,-69.788872
43500000,-0.010161849,-70.448959
44000000,-0.015680812,-71.119125
44500000,-0.013283847,-71.762299
45000000,-0.017803276,-72.42823
45500000,-0.01227597,-73.064568
46000000,-0.017556392,-73.721535
46500000,-0.017133523,-74.330078
47000000,-0.013531931,-74.980873
47500000,-0.014735111,-75.618462
48000000,-0.012938546,-76.241814
48500000,-0.013618627,-76.866188
49000000,-0.017895792,-77.484505
49500000,-0.01788363,-78.097275
50000000,-0.016314702,-78.733047
50500000,-0.018139048,-79.322899
51000000,-0.016177701,-79.916763
51500000,-0.016370503,-80.54155
52000000,-0.016058804,-81.123886
52500000,-0.019189721,-81.715858
53000000,-0.017738432,-82.306488
53500000,-0.030380299,-82.861954
54000000,-0.020565206,-83.473808
54500000,-0.0151417,-84.031166
55000000,-0.021235475,-84.599754
55500000,-0.02714536,-85.218674
56000000,-0.018768232,-85.709152
56500000,-0.020090347,-86.305466
57000000,-0.023873582,-86.87326
57500000,-0.016713327,-87.428009
58000000,-0.018375516,-88.016869
58500000,-0.015212323,-88.512955
59000000,-0.020910714,-89.057053
59500000,-0.02541044,-89.648254
60000000,-0.023758925,-90.140343
60500000,-0.024238106,-90.691422
61000000,-0.026223822,-91.218887
61500000,-0.023725461,-91.724472
62000000,-0.028682269,-92.259071
62500000,-0.028837057,-92.795853
63000000,-0.025770623,-93.319954
63500000,-0.031819459,-93.790802
64000000,-0.027937526,-94.336761
64500000,-0.02371875,-94.850403
65000000,-0.030120878,-95.330536
65500000,-0.025779137,-95.869316
66000000,-0.020330925,-96.353661
66500000,-0.033827104,-96.886665
67000000,-0.031197868,-97.3508
67500000,-0.031935044,-97.816208
68000000,-0.033448882,-98.324768
68500000,-0.033424668,-98.813889
69000000,-0.028824039,-99.239899
69500000,-0.037130263,-99.756233
70000000,-0.031648729,-100.24326
70500000,-0.030867813,-100.72703
71000000,-0.032121364,-101.22103
71500000,-0.037297994,-101.66575
72000000,-0.039250799,-102.10355
72500000,-0.039297245,-102.5543
73000000,-0.035740141,-103.04321
73500000,-0.036682915,-103.48399
74000000,-0.035313077,-103.94505
74500000,-0.030613132,-104.42535
75000000,-0.040237367,-104.81731
75500000,-0.031334348,-105.29359
76000000,-0.037293691,-105.70802
76500000,-0.039489307,-106.15446
77000000,-0.034878835,-106.57448
77500000,-0.036928296,-107.02235
78000000,-0.037061948,-107.44314
78500000,-0.035130735,-107.87228
79000000,-0.04143218,-108.29957
79500000,-0.035653174,-108.72858
80000000,-0.035855792,-109.12558
80500000,-0.03902407,-109.54389
81000000,-0.038711399,-109.96552
81500000,-0.038854025,-110.38712
82000000,-0.041611549,-110.80347
82500000,-0.041739885,-111.19907
83000000,-0.044923767,-111.59003
83500000,-0.041213837,-111.99389
84000000,-0.042551544,-112.418
84500000,-0.044846963,-112.81541
85000000,-0.044224922,-113.22053
85500000,-0.044232965,-113.56687
86000000,-0.046897504,-113.9636
86500000,-0.040915139,-114.3806
87000000,-0.044274274,-114.74371
87500000,-0.043017887,-115.1162
88000000,-0.047991622,-115.5006
88500000,-0.047471009,-115.87461
89000000,-0.047077976,-116.25687
89500000,-0.047915611,-116.64485
90000000,-0.04356714,-117.00481
90500000,-0.05000956,-117.37872
91000000,-0.049393952,-117.73375
91500000,-0.045264814,-118.13847
92000000,-0.049565654,-118.47552
92500000,-0.048460834,-118.79628
93000000,-0.049915567,-119.18601
93500000,-0.050320331,-119.5283
94000000,-0.050329313,-119.88631
94500000,-0.048618682,-120.25146
95000000,-0.045992818,-120.58984
95500000,-0.051177479,-120.94022
96000000,-0.051496569,-121.27831
96500000,-0.053882699,-121.64784
97000000,-0.050308622,-121.98071
97500000,-0.053616866,-122.32736
98000000,-0.055391159,-122.65276
98500000,-0.048853919,-123.01433
99000000,-0.055774286,-123.34591
99500000,-0.053165961,-123.65254
100000000,-0.0533741,-124.00932
100500000,-0.054025777,-124.32608
101000000,-0.054884225,-124.65818
101500000,-0.057082962,-124.98318
102000000,-0.056740541,-125.31438
102500000,-0.057452802,-125.64503
103000000,-0.057528291,-125.96205
103500000,-0.056824286,-126.27827
104000000,-0.055627801,-126.60353
104500000,-0.060555071,-126.91307
105000000,-0.05651322,-127.20866
105500000,-0.058750585,-127.52839
106000000,-0.059808787,-127.84171
106500000,-0.059533004,-128.15166
107000000,-0.05803512,-128.45892
107500000,-0.060562618,-128.78224
108000000,-0.060566898,-129.06754
108500000,-0.060231358,-129.38962
109000000,-0.058616564,-129.69
109500000,-0.062842965,-129.98032
110000000,-0.06025568,-130.28638
END

